,scientific_name,park_name,observations,category,common_names
15502,Carex lasiocarpa,YeNP,246,Vascular Plant,"Woollyfruit Sedge, Woolly-Fruit Sedge"
15503,Carex lasiocarpa,YNP,136,Vascular Plant,"Woollyfruit Sedge, Woolly-Fruit Sedge"
15504,Pohlia elongata,YNP,112,Nonvascular Plant,Elongate Pohlia Moss
15505,Pohlia elongata,BNP,99,Nonvascular Plant,Elongate Pohlia Moss
15506,Pohlia elongata,YeNP,239,Nonvascular Plant,Elongate Pohlia Moss
15507,Pohlia elongata,GSMNP,61,Nonvascular Plant,Elongate Pohlia Moss
15508,Juncus canadensis,GSMNP,70,Vascular Plant,Canada Rush
15509,Juncus canadensis,BNP,86,Vascular Plant,Canada Rush
15510,Juncus canadensis,YNP,184,Vascular Plant,Canada Rush
15511,Juncus canadensis,YeNP,232,Vascular Plant,Canada Rush
15512,Viola purpurea ssp. quercetorum,GSMNP,69,Vascular Plant,Goosefoot Violet
15513,Viola purpurea ssp. quercetorum,YeNP,271,Vascular Plant,Goosefoot Violet
15514,Viola purpurea ssp. quercetorum,YNP,134,Vascular Plant,Goosefoot Violet
15515,Viola purpurea ssp. quercetorum,BNP,71,Vascular Plant,Goosefoot Violet
15516,Draba verna,YNP,138,Vascular Plant,Whitlow Grass
15517,Draba verna,YNP,138,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15518,Draba verna,YeNP,253,Vascular Plant,Whitlow Grass
15519,Draba verna,YeNP,253,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15520,Draba verna,YeNP,232,Vascular Plant,Whitlow Grass
15521,Draba verna,YeNP,232,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15522,Draba verna,GSMNP,64,Vascular Plant,Whitlow Grass
15523,Draba verna,GSMNP,64,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15524,Draba verna,GSMNP,109,Vascular Plant,Whitlow Grass
15525,Draba verna,GSMNP,109,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15526,Draba verna,YNP,143,Vascular Plant,Whitlow Grass
15527,Draba verna,YNP,143,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15528,Draba verna,BNP,84,Vascular Plant,Whitlow Grass
15529,Draba verna,BNP,84,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15530,Draba verna,BNP,119,Vascular Plant,Whitlow Grass
15531,Draba verna,BNP,119,Vascular Plant,"Spring Draba, Spring Whitlowgrass"
15532,Myosotis scorpioides,BNP,106,Vascular Plant,"Forget-Me-Not, True Forget-Me-Not"
15533,Myosotis scorpioides,GSMNP,97,Vascular Plant,"Forget-Me-Not, True Forget-Me-Not"
15534,Myosotis scorpioides,YNP,149,Vascular Plant,"Forget-Me-Not, True Forget-Me-Not"
15535,Myosotis scorpioides,YeNP,236,Vascular Plant,"Forget-Me-Not, True Forget-Me-Not"
15536,Agrostis elliottiana,YeNP,235,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass"
15537,Agrostis elliottiana,YNP,163,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass"
15538,Agrostis elliottiana,GSMNP,72,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass"
15539,Agrostis elliottiana,BNP,74,Vascular Plant,"Elliott Bentgrass, Elliott's Bentgrass"
15540,Clematis glaucophylla,YNP,159,Vascular Plant,Waxy-Leaved Clematis
15541,Clematis glaucophylla,BNP,123,Vascular Plant,Waxy-Leaved Clematis
15542,Clematis glaucophylla,GSMNP,83,Vascular Plant,Waxy-Leaved Clematis
15543,Clematis glaucophylla,YeNP,242,Vascular Plant,Waxy-Leaved Clematis
15544,Myiarchus cinerascens,BNP,135,Bird,Ash-Throated Flycatcher
15545,Myiarchus cinerascens,YNP,137,Bird,Ash-Throated Flycatcher
15546,Myiarchus cinerascens,YeNP,260,Bird,Ash-Throated Flycatcher
15547,Myiarchus cinerascens,GSMNP,54,Bird,Ash-Throated Flycatcher
15548,Capsella rubella,BNP,108,Vascular Plant,Reddish Shepherd's Purse
15549,Capsella rubella,YNP,177,Vascular Plant,Reddish Shepherd's Purse
15550,Capsella rubella,YeNP,271,Vascular Plant,Reddish Shepherd's Purse
15551,Capsella rubella,GSMNP,102,Vascular Plant,Reddish Shepherd's Purse
15552,Montia linearis,YeNP,252,Vascular Plant,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce"
15553,Montia linearis,YNP,167,Vascular Plant,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce"
15554,Montia linearis,BNP,99,Vascular Plant,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce"
15555,Montia linearis,GSMNP,66,Vascular Plant,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce"
15556,Eriogonum cernuum var. cernuum,YNP,160,Vascular Plant,"Nodding Buckwheat, Nodding Wild Buckwheat"
15557,Eriogonum cernuum var. cernuum,YeNP,263,Vascular Plant,"Nodding Buckwheat, Nodding Wild Buckwheat"
15558,Eriogonum cernuum var. cernuum,BNP,108,Vascular Plant,"Nodding Buckwheat, Nodding Wild Buckwheat"
15559,Eriogonum cernuum var. cernuum,GSMNP,84,Vascular Plant,"Nodding Buckwheat, Nodding Wild Buckwheat"
15560,Phlox multiflora,BNP,93,Vascular Plant,"Flowery Phlox, Rocky Mountain Phlox"
15561,Phlox multiflora,YNP,157,Vascular Plant,"Flowery Phlox, Rocky Mountain Phlox"
15562,Phlox multiflora,GSMNP,75,Vascular Plant,"Flowery Phlox, Rocky Mountain Phlox"
15563,Phlox multiflora,YeNP,296,Vascular Plant,"Flowery Phlox, Rocky Mountain Phlox"
15564,Solidago arguta,YeNP,260,Vascular Plant,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod"
15565,Solidago arguta,YNP,175,Vascular Plant,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod"
15566,Solidago arguta,BNP,102,Vascular Plant,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod"
15567,Solidago arguta,GSMNP,69,Vascular Plant,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod"
15568,Polypodium californicum,BNP,74,Vascular Plant,California Polypody
15569,Polypodium californicum,YeNP,252,Vascular Plant,California Polypody
15570,Polypodium californicum,YNP,145,Vascular Plant,California Polypody
15571,Polypodium californicum,GSMNP,43,Vascular Plant,California Polypody
15572,Mimulus guttatus,YeNP,238,Vascular Plant,"Common Monkeyflower, Seep Monkeyflower"
15573,Mimulus guttatus,GSMNP,44,Vascular Plant,"Common Monkeyflower, Seep Monkeyflower"
15574,Mimulus guttatus,YNP,148,Vascular Plant,"Common Monkeyflower, Seep Monkeyflower"
15575,Mimulus guttatus,BNP,72,Vascular Plant,"Common Monkeyflower, Seep Monkeyflower"
15576,Eriophyllum lanatum var. croceum,GSMNP,84,Vascular Plant,Common Woolly Sunflower
15577,Eriophyllum lanatum var. croceum,YNP,138,Vascular Plant,Common Woolly Sunflower
15578,Eriophyllum lanatum var. croceum,BNP,99,Vascular Plant,Common Woolly Sunflower
15579,Eriophyllum lanatum var. croceum,YeNP,255,Vascular Plant,Common Woolly Sunflower
15580,Pyrrocoma lanceolata,GSMNP,57,Vascular Plant,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed"
15581,Pyrrocoma lanceolata,BNP,102,Vascular Plant,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed"
15582,Pyrrocoma lanceolata,YNP,171,Vascular Plant,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed"
15583,Pyrrocoma lanceolata,YeNP,220,Vascular Plant,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed"
15584,Spiraea vanhouttei,YNP,130,Vascular Plant,Van-Houtte's Spiraea
15585,Spiraea vanhouttei,BNP,108,Vascular Plant,Van-Houtte's Spiraea
15586,Spiraea vanhouttei,GSMNP,63,Vascular Plant,Van-Houtte's Spiraea
15587,Spiraea vanhouttei,YeNP,239,Vascular Plant,Van-Houtte's Spiraea
15588,Viola rostrata,YeNP,241,Vascular Plant,"Beaked Violet, Long-Spur Violet"
15589,Viola rostrata,YNP,172,Vascular Plant,"Beaked Violet, Long-Spur Violet"
15590,Viola rostrata,GSMNP,93,Vascular Plant,"Beaked Violet, Long-Spur Violet"
15591,Viola rostrata,BNP,92,Vascular Plant,"Beaked Violet, Long-Spur Violet"
15592,Luzula echinata,YNP,137,Vascular Plant,"Wood Rush, Wood-Rush"
15593,Luzula echinata,BNP,136,Vascular Plant,"Wood Rush, Wood-Rush"
15594,Luzula echinata,YeNP,239,Vascular Plant,"Wood Rush, Wood-Rush"
15595,Luzula echinata,GSMNP,51,Vascular Plant,"Wood Rush, Wood-Rush"
15596,Phacelia bipinnatifida,BNP,114,Vascular Plant,Purple Phacelia
15597,Phacelia bipinnatifida,YeNP,240,Vascular Plant,Purple Phacelia
15598,Phacelia bipinnatifida,YNP,154,Vascular Plant,Purple Phacelia
15599,Phacelia bipinnatifida,GSMNP,72,Vascular Plant,Purple Phacelia
15600,Oclemena acuminata,YeNP,243,Vascular Plant,Whorled Wood Aster
15601,Oclemena acuminata,YNP,162,Vascular Plant,Whorled Wood Aster
15602,Oclemena acuminata,BNP,78,Vascular Plant,Whorled Wood Aster
15603,Oclemena acuminata,GSMNP,74,Vascular Plant,Whorled Wood Aster
15604,Thamnophis couchii,YeNP,254,Reptile,Sierra (Aquatic) Garter Snake
15605,Thamnophis couchii,BNP,125,Reptile,Sierra (Aquatic) Garter Snake
15606,Thamnophis couchii,YNP,187,Reptile,Sierra (Aquatic) Garter Snake
15607,Thamnophis couchii,GSMNP,87,Reptile,Sierra (Aquatic) Garter Snake
15608,Symphyotrichum laeve var. laeve,YNP,112,Vascular Plant,Smooth Blue Aster
15609,Symphyotrichum laeve var. laeve,YeNP,257,Vascular Plant,Smooth Blue Aster
15610,Symphyotrichum laeve var. laeve,BNP,77,Vascular Plant,Smooth Blue Aster
15611,Symphyotrichum laeve var. laeve,GSMNP,88,Vascular Plant,Smooth Blue Aster
15612,Sagina decumbens,YNP,120,Vascular Plant,"Pearlwort, Small-Flowered Pearlwort"
15613,Sagina decumbens,BNP,149,Vascular Plant,"Pearlwort, Small-Flowered Pearlwort"
15614,Sagina decumbens,GSMNP,67,Vascular Plant,"Pearlwort, Small-Flowered Pearlwort"
15615,Sagina decumbens,YeNP,260,Vascular Plant,"Pearlwort, Small-Flowered Pearlwort"
15616,Potentilla gracilis var. brunnescens,BNP,119,Vascular Plant,"Sagebrush Cinquefoil, Slender Cinquefoil"
15617,Potentilla gracilis var. brunnescens,YeNP,238,Vascular Plant,"Sagebrush Cinquefoil, Slender Cinquefoil"
15618,Potentilla gracilis var. brunnescens,YNP,140,Vascular Plant,"Sagebrush Cinquefoil, Slender Cinquefoil"
15619,Potentilla gracilis var. brunnescens,GSMNP,64,Vascular Plant,"Sagebrush Cinquefoil, Slender Cinquefoil"
15620,Carex vulpinoidea,YNP,122,Vascular Plant,Fox Sedge
15621,Carex vulpinoidea,BNP,91,Vascular Plant,Fox Sedge
15622,Carex vulpinoidea,GSMNP,75,Vascular Plant,Fox Sedge
15623,Carex vulpinoidea,YeNP,264,Vascular Plant,Fox Sedge
15624,Eleocharis microcarpa,GSMNP,116,Vascular Plant,Smallfruit Spikerush
15625,Eleocharis microcarpa,YNP,184,Vascular Plant,Smallfruit Spikerush
15626,Eleocharis microcarpa,YeNP,216,Vascular Plant,Smallfruit Spikerush
15627,Eleocharis microcarpa,BNP,103,Vascular Plant,Smallfruit Spikerush
15628,Subularia aquatica,YeNP,246,Vascular Plant,"American Awlwort, Waterawlwort"
15629,Subularia aquatica,YNP,165,Vascular Plant,"American Awlwort, Waterawlwort"
15630,Subularia aquatica,GSMNP,81,Vascular Plant,"American Awlwort, Waterawlwort"
15631,Subularia aquatica,BNP,103,Vascular Plant,"American Awlwort, Waterawlwort"
15632,Pyrus calleryana,YeNP,251,Vascular Plant,Callery Pear
15633,Pyrus calleryana,BNP,60,Vascular Plant,Callery Pear
15634,Pyrus calleryana,GSMNP,83,Vascular Plant,Callery Pear
15635,Pyrus calleryana,YNP,177,Vascular Plant,Callery Pear
15636,Triteleia lugens,YeNP,261,Vascular Plant,Coast Range Triteleia
15637,Triteleia lugens,YNP,166,Vascular Plant,Coast Range Triteleia
15638,Triteleia lugens,BNP,107,Vascular Plant,Coast Range Triteleia
15639,Triteleia lugens,GSMNP,57,Vascular Plant,Coast Range Triteleia
15640,Leptodactylon pungens,GSMNP,80,Vascular Plant,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox"
15641,Leptodactylon pungens,YNP,152,Vascular Plant,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox"
15642,Leptodactylon pungens,BNP,92,Vascular Plant,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox"
15643,Leptodactylon pungens,YeNP,247,Vascular Plant,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox"
15644,Botrychium dissectum,YeNP,253,Vascular Plant,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern"
15645,Botrychium dissectum,BNP,126,Vascular Plant,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern"
15646,Botrychium dissectum,YNP,156,Vascular Plant,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern"
15647,Botrychium dissectum,GSMNP,144,Vascular Plant,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern"
15648,Thuidium recognitum,YeNP,245,Nonvascular Plant,Thuidium Moss
15649,Thuidium recognitum,BNP,99,Nonvascular Plant,Thuidium Moss
15650,Thuidium recognitum,GSMNP,100,Nonvascular Plant,Thuidium Moss
15651,Thuidium recognitum,YNP,158,Nonvascular Plant,Thuidium Moss
15652,Phacelia linearis,YNP,164,Vascular Plant,"Linearleaf Phacelia, Threadleaf Phacelia"
15653,Phacelia linearis,BNP,89,Vascular Plant,"Linearleaf Phacelia, Threadleaf Phacelia"
15654,Phacelia linearis,YeNP,244,Vascular Plant,"Linearleaf Phacelia, Threadleaf Phacelia"
15655,Phacelia linearis,GSMNP,74,Vascular Plant,"Linearleaf Phacelia, Threadleaf Phacelia"
15656,Pseudostellaria sierrae,GSMNP,47,Vascular Plant,Sierra Starwort
15657,Pseudostellaria sierrae,YeNP,246,Vascular Plant,Sierra Starwort
15658,Pseudostellaria sierrae,BNP,84,Vascular Plant,Sierra Starwort
15659,Pseudostellaria sierrae,YNP,151,Vascular Plant,Sierra Starwort
15660,Mustela vison,YNP,140,Mammal,Mink
15661,Mustela vison,YNP,140,Mammal,"American Mink, Mink"
15662,Mustela vison,GSMNP,78,Mammal,Mink
15663,Mustela vison,GSMNP,78,Mammal,"American Mink, Mink"
15664,Mustela vison,BNP,80,Mammal,Mink
15665,Mustela vison,BNP,80,Mammal,"American Mink, Mink"
15666,Mustela vison,YeNP,222,Mammal,Mink
15667,Mustela vison,YeNP,222,Mammal,"American Mink, Mink"
15668,Mustela vison,YeNP,251,Mammal,Mink
15669,Mustela vison,YeNP,251,Mammal,"American Mink, Mink"
15670,Mustela vison,YNP,182,Mammal,Mink
15671,Mustela vison,YNP,182,Mammal,"American Mink, Mink"
15672,Mustela vison,BNP,97,Mammal,Mink
15673,Mustela vison,BNP,97,Mammal,"American Mink, Mink"
15674,Mustela vison,GSMNP,54,Mammal,Mink
15675,Mustela vison,GSMNP,54,Mammal,"American Mink, Mink"
15676,Helenium bigelovii,BNP,112,Vascular Plant,Bigelow's Sneezeweed
15677,Helenium bigelovii,GSMNP,92,Vascular Plant,Bigelow's Sneezeweed
15678,Helenium bigelovii,YeNP,245,Vascular Plant,Bigelow's Sneezeweed
15679,Helenium bigelovii,YNP,134,Vascular Plant,Bigelow's Sneezeweed
15680,Galactia regularis,YNP,155,Vascular Plant,"Eastern Milk-Pea, Milk Pea"
15681,Galactia regularis,GSMNP,84,Vascular Plant,"Eastern Milk-Pea, Milk Pea"
15682,Galactia regularis,YeNP,221,Vascular Plant,"Eastern Milk-Pea, Milk Pea"
15683,Galactia regularis,BNP,52,Vascular Plant,"Eastern Milk-Pea, Milk Pea"
15684,Symphyotrichum eatonii,GSMNP,56,Vascular Plant,Eaton's Aster
15685,Symphyotrichum eatonii,YeNP,245,Vascular Plant,Eaton's Aster
15686,Symphyotrichum eatonii,BNP,104,Vascular Plant,Eaton's Aster
15687,Symphyotrichum eatonii,YNP,159,Vascular Plant,Eaton's Aster
15688,Calochortus eurycarpus,GSMNP,78,Vascular Plant,"Bigpod Mariposa Lily, White Mariposa Lily"
15689,Calochortus eurycarpus,YeNP,238,Vascular Plant,"Bigpod Mariposa Lily, White Mariposa Lily"
15690,Calochortus eurycarpus,BNP,107,Vascular Plant,"Bigpod Mariposa Lily, White Mariposa Lily"
15691,Calochortus eurycarpus,YNP,124,Vascular Plant,"Bigpod Mariposa Lily, White Mariposa Lily"
15692,Gentiana clausa,BNP,81,Vascular Plant,Bottle Gentian
15693,Gentiana clausa,GSMNP,86,Vascular Plant,Bottle Gentian
15694,Gentiana clausa,YeNP,267,Vascular Plant,Bottle Gentian
15695,Gentiana clausa,YNP,127,Vascular Plant,Bottle Gentian
15696,Dicranum spurium,GSMNP,47,Nonvascular Plant,Dicranum Moss
15697,Dicranum spurium,YeNP,248,Nonvascular Plant,Dicranum Moss
15698,Dicranum spurium,YNP,132,Nonvascular Plant,Dicranum Moss
15699,Dicranum spurium,BNP,106,Nonvascular Plant,Dicranum Moss
15700,Erigeron compositus,YeNP,251,Vascular Plant,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane"
15701,Erigeron compositus,YNP,147,Vascular Plant,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane"
15702,Erigeron compositus,GSMNP,100,Vascular Plant,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane"
15703,Erigeron compositus,BNP,140,Vascular Plant,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane"
15704,Buckleya distichophylla,BNP,63,Vascular Plant,Piratebush
15705,Buckleya distichophylla,YNP,135,Vascular Plant,Piratebush
15706,Buckleya distichophylla,YeNP,212,Vascular Plant,Piratebush
15707,Buckleya distichophylla,GSMNP,64,Vascular Plant,Piratebush
15708,Festuca saximontana,YNP,121,Vascular Plant,"Mountain Fescue, Rocky Mountain Fescue"
15709,Festuca saximontana,YeNP,265,Vascular Plant,"Mountain Fescue, Rocky Mountain Fescue"
15710,Festuca saximontana,GSMNP,71,Vascular Plant,"Mountain Fescue, Rocky Mountain Fescue"
15711,Festuca saximontana,BNP,76,Vascular Plant,"Mountain Fescue, Rocky Mountain Fescue"
15712,Calamagrostis coarctata,GSMNP,98,Vascular Plant,Arctic Reedgrass
15713,Calamagrostis coarctata,YNP,146,Vascular Plant,Arctic Reedgrass
15714,Calamagrostis coarctata,YeNP,250,Vascular Plant,Arctic Reedgrass
15715,Calamagrostis coarctata,BNP,110,Vascular Plant,Arctic Reedgrass
15716,Vaccinium corymbosum,GSMNP,90,Vascular Plant,Tall Woodland Blueberry
15717,Vaccinium corymbosum,BNP,89,Vascular Plant,Tall Woodland Blueberry
15718,Vaccinium corymbosum,YeNP,243,Vascular Plant,Tall Woodland Blueberry
15719,Vaccinium corymbosum,YNP,150,Vascular Plant,Tall Woodland Blueberry
15720,Aimophila aestivalis,BNP,94,Bird,Bachman's Sparrow
15721,Aimophila aestivalis,GSMNP,49,Bird,Bachman's Sparrow
15722,Aimophila aestivalis,YNP,146,Bird,Bachman's Sparrow
15723,Aimophila aestivalis,YeNP,228,Bird,Bachman's Sparrow
15724,Lesquerella alpina var. alpina,YeNP,223,Vascular Plant,Alpine Bladderpod
15725,Lesquerella alpina var. alpina,BNP,92,Vascular Plant,Alpine Bladderpod
15726,Lesquerella alpina var. alpina,YNP,157,Vascular Plant,Alpine Bladderpod
15727,Lesquerella alpina var. alpina,GSMNP,40,Vascular Plant,Alpine Bladderpod
15728,Gentiana saponaria,YNP,137,Vascular Plant,"Soap Gentian, Soapwort Gentian"
15729,Gentiana saponaria,YeNP,228,Vascular Plant,"Soap Gentian, Soapwort Gentian"
15730,Gentiana saponaria,GSMNP,61,Vascular Plant,"Soap Gentian, Soapwort Gentian"
15731,Gentiana saponaria,BNP,92,Vascular Plant,"Soap Gentian, Soapwort Gentian"
15732,Plantago elongata,YeNP,225,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain"
15733,Plantago elongata,GSMNP,104,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain"
15734,Plantago elongata,BNP,106,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain"
15735,Plantago elongata,YNP,151,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain"
15736,Philadelphus inodorus,GSMNP,94,Vascular Plant,Scentless Mockorange
15737,Philadelphus inodorus,YeNP,250,Vascular Plant,Scentless Mockorange
15738,Philadelphus inodorus,YNP,133,Vascular Plant,Scentless Mockorange
15739,Philadelphus inodorus,BNP,136,Vascular Plant,Scentless Mockorange
15740,Solidago nana,GSMNP,99,Vascular Plant,"Baby Goldenrod, Gray Goldenrod"
15741,Solidago nana,BNP,88,Vascular Plant,"Baby Goldenrod, Gray Goldenrod"
15742,Solidago nana,YeNP,255,Vascular Plant,"Baby Goldenrod, Gray Goldenrod"
15743,Solidago nana,YNP,136,Vascular Plant,"Baby Goldenrod, Gray Goldenrod"
15744,Eriogonum incanum,BNP,120,Vascular Plant,Frosted Buckwheat
15745,Eriogonum incanum,YeNP,265,Vascular Plant,Frosted Buckwheat
15746,Eriogonum incanum,GSMNP,85,Vascular Plant,Frosted Buckwheat
15747,Eriogonum incanum,YNP,135,Vascular Plant,Frosted Buckwheat
15748,Alyssum desertorum,BNP,106,Vascular Plant,"Desert Alyssum, Desert Madwort"
15749,Alyssum desertorum,GSMNP,96,Vascular Plant,"Desert Alyssum, Desert Madwort"
15750,Alyssum desertorum,YNP,142,Vascular Plant,"Desert Alyssum, Desert Madwort"
15751,Alyssum desertorum,YeNP,262,Vascular Plant,"Desert Alyssum, Desert Madwort"
15752,Lupinus adsurgens,GSMNP,72,Vascular Plant,Drew's Silky Lupine
15753,Lupinus adsurgens,BNP,127,Vascular Plant,Drew's Silky Lupine
15754,Lupinus adsurgens,YeNP,253,Vascular Plant,Drew's Silky Lupine
15755,Lupinus adsurgens,YNP,178,Vascular Plant,Drew's Silky Lupine
15756,Diospyros virginiana,GSMNP,97,Vascular Plant,Persimmon
15757,Diospyros virginiana,BNP,71,Vascular Plant,Persimmon
15758,Diospyros virginiana,YeNP,238,Vascular Plant,Persimmon
15759,Diospyros virginiana,YNP,145,Vascular Plant,Persimmon
15760,Conopholis americana,YeNP,241,Vascular Plant,"Squawroot, Squaw-Root"
15761,Conopholis americana,BNP,108,Vascular Plant,"Squawroot, Squaw-Root"
15762,Conopholis americana,YNP,155,Vascular Plant,"Squawroot, Squaw-Root"
15763,Conopholis americana,GSMNP,56,Vascular Plant,"Squawroot, Squaw-Root"
15764,Senecio jacobaea,YNP,163,Vascular Plant,"Ragwort, Stinking Willie, Tansy Ragwort"
15765,Senecio jacobaea,BNP,84,Vascular Plant,"Ragwort, Stinking Willie, Tansy Ragwort"
15766,Senecio jacobaea,YeNP,248,Vascular Plant,"Ragwort, Stinking Willie, Tansy Ragwort"
15767,Senecio jacobaea,GSMNP,74,Vascular Plant,"Ragwort, Stinking Willie, Tansy Ragwort"
15768,Lemna valdiviana,YNP,166,Vascular Plant,"Duckweed, Pale Duckweed"
